,Alas,Indo,Domain
9408,cekhite ken tentang kas si let dampak signifiken ni bagas geluh mu,,Story/narrative
9409,aku mekhase senang kakhene hayak kueh buahen,,Story/narrative
9410,bekas ni aku ni belin Ken Amek khut pae q ni kute Edi aku i belinken Amek khut pae q,,Story/narrative
9411,cekhiteken hal kae plin si ngo membentuk geluhmu?,,Story/narrative
9412,maka pihak dari perempuan menentukan apa apa yang di minta nya ( menjadi upah nya),,Culture/Tourism
9413,Dengen segere kane sambut ne Ni pelare allah Tuhan rabbane Noh ken Surat barang yang tentu Selamat dalan mude yang pakte,,History
9414,"ikhama ne selo, nemu menghibukh jeme dang galao, setkhes",,Story/narrative
9415,june v jalani plin geluh see ulang gt bue su pikekhen nak hahaha,,Story/narrative
9416,Menukhut ku cakhe Indonesia untuk menangken piale dunie adalah dengan cakhe berlatihen tekhus berlatihen,,Story/narrative
9417,Enggo me runtuh deleng yang tinggi enggo me putus harepen ummi ter sebut pule mude yang pakte lalu berangkat tebe luar kute,,History
9418,usaheken dan siapken bahan-bahan si perkhlu untuk bahan e,,Instructions
9419,"khang tue, keluakhge",,Story/narrative
9420,agame khut tradisi malet nemu khut,,History
9421,"kite sebage khang tu cakhe mbelinken anak-anak ee mebue, salah satune Edi me kite khe ye kebutuhan ne,khe kasih sayang yang pass, kasihi anak eee",,Instructions
9422,gakhami sen khe ken se ne me mae kase let sen tambahen,,Story/narrative
9423,pikrkhken go habis kin Kao pikrkhken bage aku jeme ko cinte,,Story/narrative
9424,Jelasken khamah sempukhne mu,,Story/narrative
9425,kenangen paling get ate ku waktu cut melelo ni jume,,Story/narrative
9426,lot perhatien lot khase lot kheee taboh,,Story/narrative
9427,"malot mesen, gakhami sen (mebahan)",,Story/narrative
9428,menukhut mu kune cakhe me kamu memeroleh gedang badan mu sendah nde,,Instructions
9429,pengalaman ne suke cekhite tentang mase kecil khut amek ku kale suke bang kak ikan khut imbang ku ni sengai,"pengalaman nya suka cerita tentang masa kecil dengan ibu ,suka nangkap ikan bersama teman di sungai ",Story/narrative
9430,tapi de  miskin malet kue pe jabatene malet mejabu malet ni hargai buhung kalak,,Culture/Tourism
9431,perhatien ajari iye imbangi iye ketekhe v iye,,Instructions
9432,cakhe ku menangani permasalahan ato pe situasi si mahan setekhes Bagas penelitien ulang kelok su pikekhi gakhami kegiaten lain si Nemu Mahan kite lupe khut maslahah te,,Story/narrative
9433,"mekhayak, sipaling ku panek kalak sok tual",,Story/narrative
9434,ban honda kempes atau pe bocokh kas tempel ban dauh,,Story/narrative
9435,Kakanda mu hasan pule ni dape cube kao gerami ie sendah de muhammad ali hanafiah lalu berdikhi lalu lah khoh keduwe ne dikhi.,,History
9436,jajan kami bue kami hobi tawe hobi megeduh,,Story/narrative
9437,laus bedih pul Edi ato keadaen klk di me gho Soh v laus bedih,,Story/narrative
9438,tel. mantap bodi guru e gayene slow mahan kite get,,Story/narrative
9439,pekhan nde penting kakhene agame situhu ne,,History
9440,hal di Nemu kite syukurri saat Ende begende me nikmat ne,,Story/narrative
9441,"de pendapet ku tentang hubungen sehat ee edi sangat lah penting, kane kite akhus beik me jeme  kane iye pe mejile bahane kite, kakhene kite sesame manusie hakhus mejile -jile ulang pakek khubat khubat",,Story/narrative
9442,pengalmen sipaling mekesan Bagas geluhku adalah mekhimbang khut jeme bede budaye,,Story/narrative
9443,"melakhe kucing nde misalnya, khe mangan ne, khidiken seminggu due kali",,Culture/Tourism
9444,te aku malet makanen favorit ku kehine ne pe ku sikat,,Instructions
9445,Rupe ne Edi Made buweten dunia Gilang gemilang sangat me cahaye ateku susah Allahu Rabbi Rasul yang Jombang nabi habesi,,History
9446,"ise jeme si get ate mu ni dunie nde, dan kae sebab ne gat get ate mu",,Story/narrative
9447,cekhiteken tentang kas si lot dampak singnifikan bagas geluh mu,,Story/narrative
9448,saat aku kene tagangi bujang anak cane nde begedi si menginspirasi ne,,Story/narrative
9449,pekhikse dhikhi mekhadhu kane toh mekhadhu kesalahen dhue bhelah pihak ne,,Story/narrative
9450,yaedi jumpe khut imbangndekah sehingge mecekhite si Nemu nambah wawasen,,Story/narrative
9451,kae-kae plin hal si gati kau jenengken?,apa-apa saja hal yg sering engkau renungkan?,Story/narrative
9452,kae plin si dapet kite pelajakhen si sejakhah si dapet bantu kite mebahani masalah atau tantangen saat ini,,History
9453,menukhut ku jaman sendah de malet jelas bage kalak gile,,Story/narrative
9454,Padang karbale ni pagari ne Keliling padang pade mase ne Pagar ne rapet wallahu alam Hendak membunuh kaum islam,,History
9455,bue su cekhok bual ne ni pade bahanan ne,,Story/narrative
9456,Edi tentu jelas aku dekat khut Mae q?,,Story/narrative
9457,kakhene khajin belajakh khut melatih dikhi ni khumah,,Story/narrative
9458,malet inget dape nicibalken khut malat tekhidah,,Instructions
9459,milik ku si paling mekhakhge bangku adalah okhang tueku,,Story/narrative
9460,nggo kase ni bagi 3 anak laki hakhte wakhisan ende ge ni bagi khate anak ne si anak laki nde ge,,Culture/Tourism
9461,alah kae si kawin sekolh be mejile lah gho Ede tong cut v kawin,,Story/narrative
9462,walo v tukhang cinte ku bamu telakhang sanggung ku tangguh dose,,Story/narrative
9463,"petame male male aku jumpe die, tekhoss jadi imang ku, teros aku pe jadi imbang ne",,Story/narrative
9464,kune Negakhe kite akan berubah te anak anak ni izinken untuk memilih,,Story/narrative
9465,"Khupene mende, sifat ne pe mejile, khajin sembahyang, ndak melawan khangtue, ndak bue bage melaki ne",,Story/narrative
9466,kekukhangen ku tekhlalu pecaye khut jeme mbakhu,,Story/narrative
9467,magan telur bau tut bahan negahedimltkuginmangansetesambalkenmekku pet aku mangan se,,Story/narrative
9468,pagi plin ngay yang akan kau lakukan pisah e dan vitamin dan mineral di mars di dunia e waktu daling e wa ne,,Story/narrative
9469,Mate lah kapir made menentu sitok de nakhi hampir kene lembu Jibrail tibe dengen segerene ayuhe baginde ali sabar kire ne.,,History
9470,"menukhutmu, imbang sekelas nin si bacakh e kakhene kae?",,Story/narrative
9471,mejile manisme taboh ni ajakpe malot gat pepelin mengas,,Story/narrative
9472,kakhene sui ate khut emosi Ndak terbendung,,Story/narrative
9473,mange mbue su ku khoh i tapi bekhastagi dih tong menjadhi si paling tekhinget khinget aku sebhab penah jatuh cinte ni bekhastagi,,Culture/Tourism
9474,"kae plin hak si kau anggap penting, mahani bahanen ulang ukhus kalak laim edi amin di",,Story/narrative
9475,khut kite kekhine melestariken budaya khase malet Bene iye kite jage si nggo ni bahani nek u te,,Culture/Tourism
9476,cakhe Kalak ganti layakh hp ne babe me kontekh,,Instructions
9477,aku akan mempelajakhi berbage macam bahase kase Nemu aku berkomunikasi khut Kalak-Kalak luakh,,Story/narrative
9478,bue ne kede ande lot mek Pino mek karisa bue ne mlot payah alas lot sen,,Story/narrative
9479,jinto kude adat alat pesta,,Instructions
9480,Baju khut topi kering sirah keluar dusun keluar daerah baginde husin tandok berhenti buwe ne edi made terperi,,History
9481,kae naleme khencane ku siapken sen siapken baju bakhuh gat laus,,Story/narrative
9482,"khibut, kalak gosip edi mahan se aku mlt pokus belajakh dan pikekhen ku terganggu",,Story/narrative
9483,dak wayang penting ne Kase dak katadingen kite,,Culture/Tourism
9484,kae plin hal si manankau mekahse bersyukur nemu ngo sehat ni kheken Allah edi pe ngo Alhamdulillah bos tong geluh due ne Alhamdulillah,,Story/narrative
9485,"petame cukup be umukh mu, gat laus me kantokh SIM gat sungkun me Kalak Hadi e cakhe bahani SIM, pul Edi bahan gat SIM mu",,Instructions
9486,bahase binatang toh ne kekhine,,History
9487,jinto mobil pelin geher soh ne te mendalan dekah soh ne,,Instructions
9488,kae nelem me aku gedi jimu aku oe hei cuvu ne aku oe pagi iye pagi kaus gdi da kine ken me edi nu diu,,Story/narrative
9489,Tebe jibrail Alaihissalam made lah hambe berpanjang kalam tebe Jibrail se orang malaikat tebe ken rasul yang tinggi pangkat.,,History
9490,kasne bosih imbangpe taboh nemu kite gati lajang,,Story/narrative
9491,mabai jumpe sepakat kite jampe,,Story/narrative
9492,si ku lakukan pertama siapken be bahan te untuk persentase de ngo siap bahan te pul Edi kite Sitok mbue ne kite harus ukhuk tentang bahan presentasi te Kane nahan kita Ndak gugup nahan ni muke Kalak khami,,Instructions
9493,"mimpi ipen putok/ipen copot Kate khang alas de ipen Alik datas natak mungkin lot musibah anak khumah te,amit amit ya allah",,Story/narrative
9494,kalo lot sen bah ke bengkel atope mendei sendirhi,,Instructions
9495,yaedi seokhang yang mampu mengukhus segale kepekhluan ni Bagas khumah tangge kakhene selain Nemu mbahani kekhine iyepe Nemu mengatukh sen keluakh khut sen mengket,,Story/narrative
9496,kheken cakhe langkah demi langkah cakhe untuk nukokh nakan,berikan cara langkah demi langkah cara untuk beli nasi,Culture/Tourism
9497,te malet ukhok  edi makanse tayak jeme si ukhok e,,Story/narrative
9498,khidi ni Lawe kute khut imbang langi-langi menggel cih,,Story/narrative
9499,babe Honda me bengkel gat mende ken me bengkel si donoh gat,,Instructions
9500,kune cakhe mu mahan kalak tadi mecekhok,,Instructions
9501,"si nggo penah ku lakuken nyanyi ni kute ku sendikhi, padahal sebenakhne malet pot se aku",,Story/narrative
9502,katekite hal si Ndak tekhduge tekhjadi ni hadepen sehingge Mahan tekhkejut tekhus Mahan bene tujuen pekhtame si ni tuju,,Story/narrative
9503,si penting siapken plin amal ibadah yang baik,,Story/narrative
9504,"yaedi cakhe ku menunjuken kasih sayang dengan cakhe lebih mekhe pekhatien, menguneken bahase yang lembut",,Story/narrative
9505,kkn adalah hal si paling tekhindah si ku khase ken sebab khut khut imbang ku si wayang khami ne,,Story/narrative
9506,pandangen ku malet mejile membagi Kate sandi kite me kalak lain,,Story/narrative
9507,"kune cakhe kau menyeleseken masalah, kune neleme minum lawe bogoh kane dak emosi trus pikekhen dalan keluakh ne",,Instructions
9508,de kite sikel bahan proyek mbelin Kane dana te cukup kite pastiken be kae-kae plin si ni poluken untuk proyek si kite bahani Kane dana ne mencukupi ulang nahan sen pe khehi proyek pe Ndak jadi,,Instructions
9509,"baik, luakh biase royal ne malet putut, khami jeme ne",,Story/narrative
9510,cube jelas ken kune cakhe mu melakuken hal sebelum ne si mange kamu lakuken atau pe si enggo pernah kamu lakuken,,Instructions
9511,ni paleloleen ni hadi kite nemu meluaske pikikhinte,,Instructions
9512,Pakat be khut imbang Kase laus ato be keadaen lot kin Honda atau malot siap Ken baju kase laus,,Instructions
9513,semprot pupuk tunasi dan perhatiken perkembanggen ne,,Instructions
9514,Dampak pekhistiwe ni daekhah ku edi senakhen let plin kalak ikhi bante,,Culture/Tourism
9515,"mungkin kakhne khase ne waktu petame ngakapi se, gt tekhbawa setekhus ne",,Instructions
9516,harus kite teliti se detel detelne Kane ulang tading kae,,Instructions
9517,te pendapetku tentang keuangen ni kas ku mebahan mejile kalihen kakhene honor kemi medhalan mejile malet kendala ne,pendapat saya tentang keuangan di kas saya kerja bagus sekali karena honor kami berjalan bagus tidak ada kendala nya,Story/narrative
9518,pikekhen ku sendah Ndak luakh khak nakhu akhi kakhene nakhu amin penyemangat geluh ku,,Story/narrative
9519,kane kae kau malot nanggat,,Story/narrative
9520,malot mekhase kaepe malot mekhase kaepe,,Instructions
9521,sen si malet penah kekhi de let sen pasti ngo sayang kalak bante,,Story/narrative
9522,ketekhe kao tunjuken me ise jeme ne bahwe kao peduli,,Instructions
9523,cakhe Kalak mengganti layar telepon ne dengan cakhe babe me kas perbaiki hp sukhuh tukang hp e ganti Se layar hp e,,Instructions
9524,de khang alas pemamanen de gayo maet,,History
9525,kakhenne ingin kite bage Kalak eee ukhok kite Bagas melakuken kae v,,Story/narrative
9526,"kune padangenmu mengenai saling mebagi password sosial medie, payah di bagi se kakhene khayak palsu media sendah",,Story/narrative
9527,pemamanen bue lah,,Culture/Tourism
9528,care mewujudken impien q Edi me khajin belajar khut ulang Lawe khang tue,,Instructions
9529,"mimpi si mejileni, mimpi jadi kebangaen negara khut agame",,Story/narrative
9530,"dengan cakhe mejile kite bahan hewan ee,Kase pahami ne kite",,Story/narrative
9531,bage istana eee megah murah meriah gedi kadang v de nemu,,Story/narrative
9532,mejile nine pekhasat ku Nemu ni pakek dalam situasi kae v,,Story/narrative
9533,ni lakhang bah selop ni bagas mesjid akhus sopan baju ne,,Culture/Tourism
9534,alasen ku tadingken bahanen ku sebelum ne kakhene ni bagas edi malet kejujukhen si mahan aku yakin mebahan ni adi sehingge aku memutusken untuk tadingken bahanen edii,,Story/narrative
9535,ketike kite libur taboh bahane pikerin kite tebang damai edi me kite harus liburan,,Story/narrative
9536,si petame si bahan Edi me kite harus konsisten khut waktu dan bahan si cepat siap,,Instructions
9537,"hal si hakhus kite hindakhi Bagas nikah nde mebue,ulang gat sempat tejadi cekhe,ulang Soh tangan atau PE kdrt,ulang pebual ulang ngajakin jeme oke",,Story/narrative
9538,menjadi chikhi khas suku alass,,History
9539,"si membentuk geluh ku mebue,mulai dakhi bentukan dakhi khang tue ku,sekolah ku,lingkungen ku,kalangen atau imbang-imbang ku megaul,Kalak di pe termasuk me Bagas pembentuken kakhaktekh ku",,Story/narrative
9540,si bahan aku senang mempelajari bahase lain Edi me kite etoh manfaat nya,,Culture/Tourism
9541,"cekhiteken tentang kehidupan khut bahanen seorang tokoh bersejarah, termasul masuk khut akibat me sejakhah",,History
9542,"ku cekhite ken te ketekhe agame ni bagas budaye ku, de tekhadisi ande bage khaye wajib gane kueh kembang loyang",,Culture/Tourism
9543,cidah ken kekukhangen kite te ngo toh ne kekukhangen te pot ye mekhimbang khut aku bekhati mende,,Story/narrative
9544,kate petuah kalak metune ndubhe,,Culture/Tourism
9545,anak baik bage aku nde malet nakal nakal ne Sitok v gedi me,,Story/narrative
9546,wayang manje ne ketike mekhamah tangge belanje malot mene manje,,Story/narrative
9547,"paling biyakh sikhang , kakhene ngo lot anak",,Story/narrative
9548,"nde ato ne salah, sebutne Kane pudi pagi go mende",,Story/narrative
9549,sebut ken proses kae si enggo kamu lalui untuk menentuken kebutuhen mu,,Story/narrative
9550,laus lajang khut keluakhge,,Instructions
9551,walo v tukang cinte ku bamu telakhang sanggung ku tangguh dose,,Story/narrative
9552,te si mehakhumken nemu gato pemandangen si indah ne,,Instructions
9553,Ni bukai rante dakhi awak ne belas kasihen kalak kering tebe istana khaje bangsawan nangkuh sekalian lascar pahlawan,,History
9554,pung ku paling mahal keluarge mek khut Wak ku,,Story/narrative
9555,"si/kepar, awok khut mek si kipar cekhe",,Culture/Tourism
9556,tenteng dirikhi ku geluk ku darkhi cut kale te gat kisah cinte ku,,Story/narrative
9557,"malot sen,  bue dose,  mangge sukse mange mapan edi me si kujenengi job wakhi tel kaeken dang gedi masene","nggak ada uang, banyak dosa, belum sukses dan belum mapan,ini yang selalu saya renungkan setiap hari,mau di bilang apa memang sudah masanya ",Story/narrative
9558,aku mikikhin tugas kuliah yang mebuwe khut  kerjaan ku,,Story/narrative
9559,"buet gekhe,bahani bahanen khumah ,siap- laus  dan bace bismillah ketike siket bekhangkat",,Instructions
9560,"aku metoh aplikasi nde lewat sosialisasi pihak dakhi aplikasi nde ndiye,te ndk sosialisasi Ken ne me kampus ku,Mak kepikekhen ku download Ende,bahkan Mak kutoh PE lot aplikasi gende mantap ne",,Instructions
9561,aku mlet suke khut telukh kakhene mangekh bentuk ne bage jel,,Story/narrative
9562,"konsisten, semangat ye, kakjin iye, patuhine khang tue ne, medoe, sabakh",,Story/narrative
9563,ni siapken hal kae si mungkin sikel ni sampeken ni khapet edi,,Culture/Tourism
9564,Maju bemuke tambah bertambah sitok pe made ma khate gundah baginde memancung bageken kilat khatus meliyun kapir de wafat.,,History
9565,ketekhe pendapet kau tentang lgbt,,Story/narrative
9566,tentang nemu kite ato khak awene akhi khut sifatne,,Story/narrative
9567,bage Kalak mejile baik begedi me sengkikhe ne gedi hamin,,Story/narrative
9568,kae plin hal si mahan kau makhese pang?,,Story/narrative
9569,"mangan khut khang tue, sudakhe, khami khase ne",,Story/narrative
9570,khumahne datas pakek papan lhet kane lebe pakek sakhuh,,Culture/Tourism
9571,kae kao dokho dengan wakmu kune kae hubungen anatkhe kau khut wak ku,,Story/narrative
9572,Cekhok mu made aku turut ken walo pe benar engko kate ken pahte aku mengket telage api cekhok mu edi tading ni tepi,,History
9573,siapken bahan bahan program ne tekhus edi kite membace doe,,Instructions
9574,kae plin si Kao sangati Dakhi atoen favokhitmu?,,Story/narrative
9575,tinjui takal ne sampet sampetken me dinding,,Story/narrative
9576,kakhne iye mahan se kadang edi me ngat dak nget ningku mbane kakhene iye,,Story/narrative
