,Alas,Indo,Domain
10152,"dapet nambahi imbang, dapet pelajakhi de malot kite toh",,Culture/Tourism
10153,"cekhiteken tentang panganen atope minumen khusus paling nemu dapet kendin,jumpeken ni daekhakh ato negakhe kendin",,Culture/Tourism
10154,Ayuhe kakanda wajah gemilang tentu baginde enggo menghilang ni tengah Medan hilang nawe ne. Berbage bage ratap tangis ne,,History
10155,Kane lot kabakh gembikhe Bane khoh Edi Mahan se iye tanggis,,Story/narrative
10156,cube cekhite ken pengalaman si paling terburuk yang pekhah kamu alami,,Story/narrative
10157,wahe insan mude muliye cifai menjawab dengen upaye hendak menumpang pule sendiri edi me sebab ne aku di huna,,History
10158,tentang pegeluhen khut pengalmen ku sipenah tekhjadi ni geluh nde,,Story/narrative
10159,lalu ni makamken sokhte kenduri,,History
10160,ate de sakit bage ni kupe bulung ne rimbun buwe perampe ende dunie akan bibase karene ate ku sangat gundah ne,,History
10161,sakhe ne gemuruh made mainen senapang ni pikul kilat mekilaten gendang dan suling me tingkah-tingkah batu ni lajak ne jadi mesekah,,History
10162,mungkin iye go bosan senenakh ni leloken,,Story/narrative
10163,ape me kutoh,,Story/narrative
10164,kemerdeken kerene kisah mbelin ni inget kekhi ne,,History
10165,sikel ajak bende bg mesin netas telur y nna yang ada empat macam betul aja gan,,Story/narrative
10166,menurut q si perlu kite bahan supaye kite ni sukai jeme Edi me kite perbaiki dhiki kite,,Story/narrative
10167,dakhi imbang kute dan penasakhen aku Tuhu ape dk Nemu menghasilkan uang atau pulsa,,Instructions
10168,karekhne malet bue pikikhikhen ne makene iye senang ate ne,,Story/narrative
10169,kakhene keluakhga ku belin pekhjuangan ne untuk anak anak ne tekhmasuk aku,,Story/narrative
10170,cekhiteken tentang tokoh sejakhah si paling kontroversial khut kene Kao ngidahse,,History
10171,kite ato penangan ge halal ato hakham kemudian apakah mejile ato ndak,,Instructions
10172,menukhut pendapet mu kune kewajiben seorang isti ni bagas khumah tangge,,Story/narrative
10173,edi ni lakukan tukhun temukhun khak nenek moyang kit edie,,Instructions
10174,harus kite servis bosih Ken perikse ape ne si rusak,,Instructions
10175,aku mekhase bahagie kakhene si ku ingin Ken tekhcape,,Story/narrative
10176,Bagas geluh ku dak so mende-mende su pe malet get ate kalak amin mante ikihi lah misal ne,,Story/narrative
10177,sesheken khut kae sinangat kite mbhakhu tukokh,,Instructions
10178,sebhab Dhe tekhcape Kase keinginan Kalak si susah payah iye bangun se iye tangis bahagie kakhene tekhahkhu iye Nemu ni cape ne keinginen ne,,Story/narrative
10179,tuso mido bantuan khut kalak kase gekhe pulne,,Culture/Tourism
10180,jatuh cinte hal si malet nemu ni cekhok ken sebab nye terjadi secakhe ndak sadakh,jatuh cinta hal yang tidak bisa di ceritakan sebab dia terjadi secara tidak sadar,Story/narrative
10181,pagi ini saya akan berubah menjadi penanda bahwa ia akan berubah menjadi penanda bahwa e e da,,Story/narrative
10182,bumi ku dedoh khase tenggelam,,History
10183,kae kae plin hal si bahan kamu mekhase bekhani menghadapi sesuatu,,Story/narrative
10184,"menghayal jadi Kalak banyak,sukses,bermanfaat untuk jeme si tekhem atau ni sekitakh kite",,Story/narrative
10185,de nangat kase kite geluh bahagie khajin me usahe ulang lupe medoe,,Culture/Tourism
10186,"menukhut mu, kae sebab ne Indonesia ni kate ken sebagai negakhe hukum",,History
10187,hal se paling get ate ku pasangen ku akhi ye nemu sabar untuk menghadapi sikap ku se sensitif dan mudah tembohen kadang pe lukah kekanak-kanakan,,Story/narrative
10188,"cakhe ne petame batasi anak khut lingkungen bukhuk, main hp",,Instructions
10189,menukhut kau ketekhe pasangen mecekhei/pisah,,Story/narrative
10190,ni bagas keronde made metire nading ken negeri akan bercere keronde peni babe kapir medalan mekhate duke sepanjang dalan,,History
10191,Pengulu Mude mulai mencube mekhayu bekhu dinam untuk menikahi amin khut ne si kane engo sendikhi die mengket ken ate sikel kemejileen si ni miliki oleh ne,,Culture/Tourism
10192,"kas mangan bage kae si kao get, cube jelasken",,Story/narrative
10193,Tekunin ulangi senakhen mace SE Kase ulang lupe,,Instructions
10194,wakhi Minggu Kane Nemu lajang-lajang khut imbang sekalien wakhi ulang tahunku,,Story/narrative
10195,selepas pangsan mahkote dese wahe cucuku mude berbangse enggolah bene suatu sipat,,History
10196,"menukhut mu sendikhi, kae kae plin si kamu butuh ken ni saat nangat mahanni usahe untuk mase depan mu",,Story/narrative
10197,"nampang get ate ku telur nampang malet, dang malet kae pe imbang nakan nahan Edi gokheng te peplin Edi plin bosan bahan ne",,Story/narrative
10198,aku v da kae si ku pikekhi ee Edi si ku bahani de dak ape let,,Story/narrative
10199,jangki pe lompat sangatlah gagah ni tangkisumar sultan yang gagah ate ne panas terlalu sinting umar menangkap sambil meguling,,History
10200,Kane meyusullah sekelompok cut pengawal kekhajaen Natam untuk meyusul khombongen khaje ngkhan,,Culture/Tourism
10201,ngoh mangan Kao ma Kao pang ma Kao phot khut khalak,,Story/narrative
10202,hakhge ne mukhah taboh khase ne malet jijik kite ngidah se,,Instructions
10203,ampun patik paduke hadrat dari madinah medalan darat babe ken surat enggo ni karang ni medan perang nyate lah terang,,History
10204,cube cekhite ken kune pengalamen si paling berkesan atau pe bermakna ni saat berpartisipasi ni bagas suatu acakhe upacakhe agame atau spiritual,,Culture/Tourism
10205,walo ko oe pet sedah bang dieee kae p sahh,,History
10206,kae neleme garami khak kalak pasti nemi dapey di kae si kite ingin ken edi kan,,Instructions
10207,kae si ni ingin Ken si ku naggati akhus ku dapet ken,,Story/narrative
10208,sebab pekhotes e tekhmasuk sipat manusie tebeken jeme,,Story/narrative
10209,"alas di mempunyai sebuah tradisi pima manen, antat tabukh, jinto kude tong melekat sedang ken budaye gaya malet pakek pemamanen, jinta kude khut antat takhuk",,History
10210,aku v begende nge nampang kutoh nampang gat mlet kutoh,,Instructions
10211,cekhiteken pengalame si mekesan si kao miliki saat berinteraksi khut kalak dakhi budayd atau latar belang si mebede,,Culture/Tourism
10212,mecekhok ne sopan Nemu menghargai Kalak lain hobi bantu Kalak lain khut Ndak sombong walo pe iye Kalak bayak,,Story/narrative
10213,wayang manje ne ketike mekhamah tangge belanje malot mene manje,,Story/narrative
10214,"untuk mendapetken hasil si baikne tebeken aplikasi, kite hakhus meningkatken bahasa ato v pertanyaen si menakhik tebeken si penggune aplikasi",,Story/narrative
10215,budaya Edi lot go diee akhit ngikut daerah v,,Culture/Tourism
10216,kenangan ketike khut sekolah khut jeme si ni cintai atope ni sebut cinglok ni sekolah,,Story/narrative
10217,Babai imbang khami pul edi gat laus tekhem tekhem jinto motokho,,Instructions
10218,"dengan membawa nakan sayukh se gawang, sambil jakhah",,Culture/Tourism
10219,"denoh,te lot masalah aku khut mae ku saling cekhite luahken isi ate kami masing masing",,Story/narrative
10220,"hal si ganggu aku biase ne Kalak khibut ketike aku sedang belajakh jadi ne aku malet nae konsentrasi,tekhus Kalak si Doho khut aku gat nekhok i aku belakang ku macik-maciken aku Edi PE salah satu hal si mengganggu ku",,Story/narrative
10221,cekhite ken kae si tekhajadi ni daerah jawe sebelum diye menjadi wilayah aceh,,History
10222,cube cekhite ken tentang kesibukken mu akhir akhi nde si paling payah kamu khase ken,,Story/narrative
10223,tanyak ii Kalak lain khut gakhami info info lain,,Instructions
10224,suara ngaji khut suakhe  nyanyi se paling merdu get ate ku mege se jadi teduh ate ku,,Story/narrative
10225,kakhene Edi sebuah anugerah dakhi maha kuase,,
10226,malet p̫t mege ken cekhok khang tue melawan pekhintah khang tue,,Story/narrative
10227,ngo die ku adeh ken da dek e dan e yang berfungsi di dek kapal selam yang akan kau,,Story/narrative
10228,dengan cakhe mendonohi Kalak Kalak bacakh si bue pengalaman ne,,Story/narrative
10229,"menukhutmu, imbang sekelas nin si bacakh e kakhene kae?",,Story/narrative
10230,istekhi malet akhus nyesah atau masuh pikhing biasene Nemu nak laki pe Mak akhus istekhi,,Story/narrative
10231,malot sehatsu edi entah kae si geluhkhi gabisken sen amin,,Story/narrative
10232,cakhene menghibur dikhi pul edi gakahami si malet mebosan ken,,Story/narrative
10233,"langkah tanem jagung, bersihkan lebe empus ne, de go bosih bakhu tanem jagunne",,Instructions
10234,Hambe me janji made lah bangat Engko timai ketike ne sa'at Sungguh pe engko made lah saying Terang wakhi pagi seng kire saying,,History
10235,yaedi sebuah gambakhen fisik kakhene Edi dapet Mahan Kalak tekhpuruk,,Story/narrative
10236,sambar menyambar bage ken elang gagah ne sultan bukan kepalang rakyat raje yazid buwego mati takal ne bage anakde keti,,History
10237,salam paham,,Story/narrative
10238,susah ni jelas Ken yang penting Mase tahun 90 en die,,Culture/Tourism
10239,tamat be sekolah  bakhu  nemu bahan sim edi pe di bagas umukh pito  belas,,Instructions
10240,gue ne bage khumah istana ee gt ku bahan Bagas hayalen ku,,Story/narrative
10241,bersyukur kalihen aku ni bekheken khang tue si Sayang kalihen bangku,,Story/narrative
10242,begedi me sengkikhe ne cekhite ne de nangat metoh se sungkun me Kalak ee,,History
10243,"medhem, ni khumah ato pe Mahan penangan baghe gelame ato godekh",,Culture/Tourism
10244,sepucuk nakhi surat ni kirim sambungen kasih si lapurrahim ni negeri khum paduke haderat menuntut bele husin ni keret,,History
10245,Edi ngo tentu aku senang karene lot perubahan ni bages ate q akhi,,Story/narrative
10246,bage pank kalka gile pul Edi Kalak petinju khut Kalak,,Story/narrative
10247,jintoi honda ni dalan khut imbang kite khami,,Culture/Tourism
10248,uwe makae senang akungedi pe asal khut kau e,,History
10249,pengalaman unik lumayan lah untuk nge tes bahase alaste,,Story/narrative
10250,sebuwe ne edi laskar johari,,History
10251,"aku pasti mekhase uwas ate , payah beneken khase sedih ne",,Story/narrative
10252,be usahe ulang gat citop pe pido tolong me kalak,,Instructions
10253,aku senang mempelajakhi bahasa lain kakhene Nemu nambah pengetahuen taboh bahan ne gakhami bahanen v,,Culture/Tourism
10254,si petame si etoh khamah aku Edi tentang keluarga q khut latar belakang keluarga q supaye iye Ndak salah milih,,Story/narrative
10255,gerak cepat insyaallah malet terjadi te siap siap khut di sipil,,Instructions
10256,cakhe Kalak menyukai sebuah penangan dengan cakhe mangan se,,Instructions
10257,biase ne palingen pakek sapu ijuk tuk bosih Ken se,,Instructions
10258,yaedi tantangen pekh ekonomien ni mase ndube,,Story/narrative
10259,"khoi si tukang bagusi e,sebut si kae ne  bermasalah,te nggo siap,kheken sen kenin e",,Instructions
10260,"de aku ni Pante,bue hal si kulakuken,salah satu ne khidi-khidi,melelo,berjemur, mebue tong si lain-lain ne",,Culture/Tourism
10261,jinto motokh tanyak me kalak kede kopi e nahan toh ne khumah afwan nimu,,Instructions
10262,ate enggimu bhage ni panah dusun negeri akhir ne rebah,,History
10263,"khekhut mangan bekal si ku babe e, mangan due alak bagas sebuah kas",,Story/narrative
10264,kae plin hal yang mahan imbang mu luakh biase yuh dak tetahan yah aseak yah me gedi nge,,Story/narrative
10265,Jibrail pesoh pule demikian meng hadep Rasul pule peri Ken Soh ke Bagas ni ka'batullah wahe junjungan kekasih Allah,,History
10266,su sebut bane gekhe mbelin gekhe mekhanak kane nemu kurban,,Story/narrative
10267,"kae kane gat gedi, kadang pe lot bahan ne salahne edi makane gat mbiakh ye",,Story/narrative
10268,vegas medoe me usahe kite ee yakin kite Edi Hamin mlet bue,,Instructions
10269,kakhne mebelinken masalah si cut jadi mebelin,,Story/narrative
10270,"hakhus jujukh, kunci ngeluh nde ulang bhual",,Story/narrative
10271,acakhe maulid nabi nipersimbahken sebuah lakhien bagi bela mesusun untuk menyambut tamu terhormat,,History
10272,bue me ketakuten bagas dikhiku biakh aku dak mengket sogekh,,Story/narrative
10273,cerite si Ndak terlupeken aku semase anak anak Edi ni mengasi jeme karene aku nangko,,Story/narrative
10274,"menukhut mu, kae plin hal si aneh si let me dikhimu?",,Story/narrative
10275,khawat mejile khe ye mangan contohken ye si mejile e,,Instructions
10276,segenap negeri aman sentose,,History
10277,juakhe satu pas SD dan pekhnah ikut lomba cekhidah cekhmat walaupe Ndak menang,,Story/narrative
10278,hal si penting khut aku Edi me bersyukur khut Allah SWT,,Story/narrative
10279,obama sukses cetak sejakhah bakhu khut gaye pemimpin ne luakh biase denoh khat khakyat,,Instructions
10280,hal kae plin si dapet menjadiken kao menjadi jeme profesionak ni bidangmu?,,Story/narrative
10281,"pandangen ku tentang pernikahen nde begedi me, kase lot imbang geluh, kase ndak nange sesade laus dape pe, lot imbang debat, imbang pakat, imbang megeduh dan imbang khubat, tapi bagas edi pe lot batas ne kekhi ne, ulang gat kau lakuken kekhi ne kogeeeee",,Culture/Tourism
10282,mbiyakh khabut khut imbang ni kute khut keluakhge,,Story/narrative
10283,gegakhe khibut ketue adat gat langsung njadi gela khute e,,History
10284,mlet khami su bahan ne mlet pet su aku Hadi bue su angkat telukh jeme ne,,Story/narrative
10285,kuning kane iye imut mania sakit imutkne kadang emosi kite gat,,Story/narrative
10286,Si pake kunci konon di dalam made kakanda berpanjang kalam keronde kate made ni beri pagang amanat hambe yang beri,,History
10287,"pandangen ku tebeken bagi password ato tukakh password khut pasangen, tekhmasuk hal si kompak untuk menjage satu khut lain",,Story/narrative
10288,menjadi sultan mahkite ratu,,History
10289,te tenyate pasangenmu lot kekukhangen ne dauh si kau inginken tekhe cakhe kau mahan se,,Story/narrative
10290,kakhene kukhang ne perhatien khang tue ne untuk nyukhuh anak ne membace dan belajakh,,Story/narrative
10291,hal di Nemu kite syukurri saat Ende begende me nikmat ne,,Story/narrative
10292,pendidikan ni Aceh tenggakhe nde Mende Mende kekhine sekolah anak-anak ni Aceh nde ndatas ndatas soh be S1 nggo biase,,Culture/Tourism
10293,budaye q unik Edi Akibat si kusukai Edi me pemamana n,,Culture/Tourism
10294,"mbue si sikel ku bhahani ni mase depan, salah satu ne mengejakh cite-cite, melakuken kebaiken, bekhakhamal be Tuhan",,Story/narrative
10295,uwe sah gedi pe iye si medoseq yang akan kau waktu yang tepat untuk apa lagi biar irit bahan bakar yang,,Culture/Tourism
10296,"apabile keluakhga mu hakhus bandingken, nadingken ise si paling bekhat atemu nekhime SE, kae gt begedi",,Story/narrative
10297,kite hakhus ngatukh se dengan tepat waktu dengan membagi bagi ken se,,Instructions
10298,kune ken malet kawin malet nae aku ongei kale kune ken iye makn ansh yenmjeb edi ken oe ale me kune men,,Instructions
10299,inget tujuan awal kae si hakhus ku lakuken Edi plin amin,,Instructions
10300,pikekhi mejile-jile sebelum metindak  dan solusi sekitakh kite kane,,Instructions
10301,jinto kude ni pemamanen,,Story/narrative
10302,sampaiken kae plin bagien budaye kao si paling ndak kao bangggeken,,Culture/Tourism
10303,ku khe Ken bamu walo v dak dauh ni mate mu dauh kadang ni,,History
10304,aku sayang sayang sungguh sayang dak puas Kao pandang tibe,,Story/narrative
10305,mekhimbang khut jeme salah go kite anggap bage senine iye malah seblik ne,,Story/narrative
10306,Edi malet ketoh sebab aku Ndak pernah make pakaian adat,,Culture/Tourism
10307,sebab iye malet memikekh Ken kae si malet pantas si ni pikekh Ken,,Story/narrative
10308,"pengulu, ketua adat/juru bicara, tokoh masarakat, imam khatib bilal, dan si metune dhebhekhu",,Culture/Tourism
10309,harap terangken tuan ikhwani saudare husin wajah nurani hendak bertemu dengen ne sultan ni medan perag dalan daraten,,History
10310,senang ne ndak melilah kakhene iye imbang cekhite ku sendah nde,,Story/narrative
10311,"sakhe si pingekh Dhe dhang aku belajakh,khut sakhe Kalak pekhak Dhe dhang aku medhem",,Story/narrative
10312,kebiasaen ne te mlot sen di bahaye gat wakhi ku,,Story/narrative
10313,"cakhe biasene aku ngatasise ielah istikhfar, memohonken ampun khut mido petunjuk kase ulang menjadi manusia egois",,Story/narrative
10314,Mak kutoh yang penting gedi me kadang gat salah maaf nak iiii,,Story/narrative
10315,hal terbaik ni dunie nde adalah job nakhen jumpe khut okhang tue,,Story/narrative
10316,menuju khumah husin segere hendak membunuh mude perwire tebe ken rumah smape nyate wahe kao husin mude yang pakte,,History
10317,"buahen si get ate pokat, kahene taboh melemak mis tule",,Story/narrative
10318,cakhe ku menyelesaiken masalah khut cakhe mencekhok khut kepala Bogoh,,Instructions
